Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Bob Kane, Professor, School of Business Administration				On verso: "R - Bob Kane - School of Mus Ad. Instr."		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 5; Folder Title: Faculty: Individual Photos (K).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251190001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/164	164	59.jp2	/umpeople/image/59.jp2
Wilfred Charlton, Supervisor of Schedules				On verso: "Charlton, Wilfred; Supervisor of Schedules"		Portrait Photographs	1957	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 25; Folder Title: Faculty: Individual Photos (C). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253570001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/166	166	237.jp2	/umpeople/image/237.jp2
Kenneth Close, founder of Tropical Nature Workshop				On verso: "Kenneth Close; Tropical Nature Workshop Founder; Dec 1, 1950 Hurricane"		Portrait photographs	1950-12	1950-1960	Coral Gables (Florida)	1 b&w photograph; 13.0 x 17.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 25; Folder Title: Faculty: Individual Photos (C). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253950001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/167	167	158.jp2	/umpeople/image/158.jp2
Foster E. Alter, Dean of Men (left) and Clarence Ross, alumnus (right)				On verso: "Right = Clarence Ross (alumnus who presented Memorial Classroom), left = Foster E. Alter"		Photographs			Coral Gables (Florida)	1 B&W photograph; 20.6 x 25.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 32; Folder Title: Dean: Alter, Foster E.: Dean of Men. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252560001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/168	168	57.jp2	/umpeople/image/57.jp2
Karen Bump, faculty member				On verso: "Karen Bump"		Portrait photographs	1966		Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 18; Folder Title: Individual: B.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252280001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/169	169	266.jp2	/umpeople/image/266.jp2
Ray Hartley, Professor of Psychology				On verso: "Hurricane Oct. 3, 1952 Page 11 Ray Hartley Prof. Psychology"		Portrait photographs	1952-10-03	1950-1960	Coral Gables (Florida)	1 b&w photograph; 6.5 x 8.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254110001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/170	170	144.jp2	/umpeople/image/144.jp2
Atho V. Overholser, Professor of Business Administration	Coral Gables News Bureau			On verso: "Atho V. Overholser Bus. Ad. Faculty"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.4 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 8; Folder Title: Faculty: Individual Photos (N-O). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254600001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/171	171	382.jp2	/umpeople/image/382.jp2
Bowman Foster Ashe, President of the University of Miami				On verso: "December 1950 Tempo"		Portrait photographs	1950	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 17; Folder Title: President: (1950) Ashe, Bowman Foster. Folder Date: 1950			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253290001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/172	172	99.jp2	/umpeople/image/99.jp2
University of Miami President's medal, reverse side			Reverse side of the President's Medal reads: "The University of miami 1925. Presidents - Bowman Foster Ashe 1926-1952, Jay Frederick Wesley Pearson 1953-1962. Henry King Stanford 1962".			Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 15; Folder No. 3; Folder Title: Presidential Medal.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253120001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/173	173	207.jp2	/umpeople/image/207.jp2
May Brunson, Dean of Women				On verso: "Dr. May Brunson"		Portrait photographs			Coral Gables (Florida)	1 B&W photograph; 25.4 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 2; Folder Title: Dean: Brunson, May A.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250220001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/174	174	441.jp2	/umpeople/image/441.jp2
Clarence P. Idyll, Research Associate, Marine Laboratory				On verso: "Hurricane Oct. 3 1952 Page 11 Dr. Dunninig Idyll"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 4; Folder Title: Faculty: Individual Photos (I, J). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254220001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/175	175	466.jp2	/umpeople/image/466.jp2
William T. Grant, Professor				On verso: "William T. Grant ca 1937"		Portrait photographs	1937	1930-1940	Coral Gables (Florida)	1 b&w photograph; 21.6 x 16.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 23; Folder Title: Individual: G.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252320001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/176	176	374.jp2	/umpeople/image/374.jp2
Gerrit Schipper, Professor of Philosophy				On verso: "Prof. Gerrit Schipper Philosophy; May 26, 1950 H'Cane"		Portrait photographs	1950-05-26	1950-1960	Coral Gables (Florida)	1 b&w photograph; 12.9 x 17.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252520001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/177	177	204.jp2	/umpeople/image/204.jp2
Walter S. Phillips, Professor of Botany, with student				On verso: "Walter Phillips (Botany Dept.) and Student c1938"		Photographs	1938	1930-1940	Coral Gables (Florida)	1 b&w photograph; 9.8 x 18.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254650001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/178	178	355.jp2	/umpeople/image/355.jp2
University of Miami faculty members pose for photograph at a dinner in honor of Dr. Marion McKay	Fleming, Fred B.			On verso: "Left to right back: Dr. Charles Doren Tharp, VP for Academic Affairs and Dean of the Faculties; Harry H. Provin, Director of Athletics; Dr. Jesse Spirer, Director of the Guidance Center; Front: Dr. Louis K. Manley, Professor of Government; Dr. Victor O. Bennett, Dr. Marion McKay, Dr. John Thom Haldsworth, Dr. Bowman F. Ashe; Dinner honoring Dr. McKay, Coral Gables Country Club, Nov. 1947"		Photographs	1947-11	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 6; Folder Title: Faculty: Group Photos. Folder Date: 1940s			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251380001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/180	180	346.jp2	/umpeople/image/346.jp2
Williams McCall, Professor of Chemistry						Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 18.0 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251590001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/181	181	476.jp2	/umpeople/image/476.jp2
Ms. Baker, Professor of Drama						Portrait photographs	1957	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 5; Folder No. 3; Folder Title: Faculty: Baker - Drama. Folder Date: 1957			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250690001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/182	182	301.jp2	/umpeople/image/301.jp2
Frederick D. Lewis, Dean of Law						Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 12.7 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 23; Folder Title: Dean: Lewis, Frederick D. - Law. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250650001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/183	183	219.jp2	/umpeople/image/219.jp2
Bowman Foster Ashe, President of the University of Miami, escorts Winston Churchill at the Orange Bowl						Photographs	1946	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 14; Folder Title: President: (1946) Ashe, Bowman Foster. Folder Date: 1946			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252420001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/184	184	285.jp2	/umpeople/image/285.jp2
William Lee, Director of the Choral Club, with the University Choral Club	Fleming, Fred			On verso: "School of Music University Choral Club 1949. William Lee, Director"		Photographs	1949	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 22; Folder Title: Dean: Lee, William - Music. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250640001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/185	185	18.jp2	/umpeople/image/18.jp2
Henry King Stanford, President of the University of Miami, in commencement attire						Portrait photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 13; Folder No. 7; Folder Title: President: (1962) Stanford, Henry King 3 - Portrait. Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252940001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/187	187	223.jp2	/umpeople/image/223.jp2
J. Riis Owre, Dean of the Graduate School						Portrait photographs			Coral Gables (Florida)	1 B&W photograph; 25.5 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 4; Folder Title: Dean: Owre, J. Riis- Graduate School.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250330001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/188	188	63.jp2	/umpeople/image/63.jp2
