Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Roger F. Palmer, Professor of Medicine				On verso: "Palmer, Roger F. Prof. Medicine 1970's"		Photographs		1970-1980	Coral Gables (Florida)	1 b&w photograph; 6.2 x 6.0 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254590001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/439	439	226.jp2	/umpeople/image/226.jp2
Janet R. Kahan, Professor of Philosophy reads to her sons				On verso: "Philosophy Teacher - Mrs. Janet R. Kahan + sons Robert 6, Leight 4, James 8.  Oct 20, 1950 H'cane"		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 5; Folder Title: Faculty: Individual Photos (K). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254280001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/440	440	236.jp2	/umpeople/image/236.jp2
Frank Sessa, Professor of History				On verso: "Dr. Frank Sessa Hurricane August 24, 1951 Prof. History 1950's"		Portrait photographs	1951-08-24	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252110001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/441	441	141.jp2	/umpeople/image/141.jp2
Jay F. W. Pearson, President of the University of Miami, in a train engine car						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 12; Folder No. 14; Folder Title: Pearson, Jay W.- President n.d-1. Folder Date: n.d 1			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253430001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/443	443	109.jp2	/umpeople/image/109.jp2
Victor Stern, Professor of Music				On verso: "Victor Stern School of Music"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252150001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/444	444	2.jp2	/umpeople/image/2.jp2
Bowman Foster Ashe, President of the University of Miami, presenting trophies at an event				On verso: "1952 Ibis"		Photographs	1952	1950-1960	Coral Gables (Florida)	1 B&W photograph; 13 x 16.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 19; Folder Title: President: (1952) Ashe, Bowman Foster. Folder Date: 1952			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253400001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/446	446	397.jp2	/umpeople/image/397.jp2
Jean Lesperance, Professor of Management and Director of the Motion and Time Study Laboratory						Portrait photographs	1953-08-12	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 8; Folder No. 12; Folder Title: Faculty: Lesperance, Jean - Management. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251720001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/447	447	260.jp2	/umpeople/image/260.jp2
Edwin W. Hullinger, Professor of Journalism				On verso: "Hullinger, Edwin W Journalism"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.8 x 13 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251130001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/448	448	404.jp2	/umpeople/image/404.jp2
Noble Hendrix, Dean of Student Affairs						Portrait photographs		1960-1970	Coral Gables (Florida)	1 B&W photograph 20.7 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 2; Folder No. 15; Folder Title: Dean: Hendrix, Noble - Students Affairs. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250300001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/449	449	488.jp2	/umpeople/image/488.jp2
Marie Volpe, Professor of Music				On verso: "Marie M. Volpe (Mrs. Arnold) manager Emeritas University of Miami Symphony Orchestra University of Miami Coral Gables, Florida"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 41; Folder Title: Faculty: Volpe, Maria - Symphony Orchestra. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252810001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/450	450	200.jp2	/umpeople/image/200.jp2
Edward T. Foote, 4th President of the University of Miami				On verso: "President Edward T. Foote, 1981-"		Portrait photographs	1981	1980-1990	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 15; Folder No. 1; Folder Title: Foote, Edward Tad- 4th President of University of Miami. Folder Date: 1981			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253090001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/451	451	308.jp2	/umpeople/image/308.jp2
Richard Hausler, Professor of Law				On verso: "Law Richard Hausler"		Photographs			Coral Gables (Florida)	1 b&w photograph; 6.2 x 6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254090001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/452	452	526.jp2	/umpeople/image/526.jp2
Hans Rathe, Professsor of Drama	Fleming, Fred B.					Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 10; Folder Title: Faculty: Individual Photos (R).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251850001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/453	453	50.jp2	/umpeople/image/50.jp2
Group portrait of Isador Achron, Composer; Arnold Volpe, Professor of Music; Mrs. Achron, and Tom Steunenberg, Professor of Music				On verso: "L to R: Isador Achron (composer - Polish 1892-1948 'Suite Grotesque'), Arnold Volpe, Mrs. Achron, Tom Steunenberg"		Photographs	1937	1930-1940	Coral Gables (Florida)	1 b&w photograph; 25.6 x 20.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 5; Folder Title: Faculty: Group Photos. Folder Date: 1930s			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251340001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/454	454	47.jp2	/umpeople/image/47.jp2
Jack Kapchin, Associate Professor of Psychology				On verso: "Hurricane Oct. 3, 1952 Page 11 Dr. J.A. Kapchin assc. P. Psych"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 6.7 x 8.1 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 5; Folder Title: Faculty: Individual Photos (K). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254300001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/455	455	190.jp2	/umpeople/image/190.jp2
Jay F. W. Pearson, President of the University of Miami, cutting a large cake				On verso: "Wessels"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 12; Folder No. 14; Folder Title: Pearson, Jay W.- President n.d-1.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253470001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/456	456	529.jp2	/umpeople/image/529.jp2
Tom Steunenberg, Professor of Music				On verso: "Tom Steunenberg Music Faculty"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252140001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/457	457	321.jp2	/umpeople/image/321.jp2
Bowman Foster Ashe, President of the University of Miami, standing next to a painted portrait of himself				On verso: "Homecoming 25th Anniversary"		Photographs	1951	1950-1960	Coral Gables (Florida)	1 B&W photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 18; Folder Title: President: (1951) Ashe, Bowman Foster. Folder Date: 1951			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253360001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/458	458	94.jp2	/umpeople/image/94.jp2
Arnold Perlmutter, Professor of Physics						Portrait photographs	1965	1960-1970	Coral Gables (Florida)	1 b&w photograph; 5.8 x 5.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 9; Folder Title: Faculty: Individual Photos (P-Q). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254610001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/459	459	96.jp2	/umpeople/image/96.jp2
Joseph Horowits	Blakeley, Ron			On verso: "Faculty (1963) Horowits, Dr Joseph 1-18-63 RB"		Portrait photographs	1963-01-18	1960-1970	Coral Gables (Florida)	1 b&w photograph; 6.35 x 9 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254180001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/460	460	280.jp2	/umpeople/image/280.jp2
Jay F.W. Pearson, President of the University of Miami; William E. Walsh, Miami Beach Municipal Judge; and Arthur Griffith, President of the Florida Historical Society, at the cannon dedication	Fleming, Fred B.					Photographs	1950-04-14	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.6 x 20.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 33; Folder Title: President: (1950) Pearson, J. W. Folder Date: 1950			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253590001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/461	461	122.jp2	/umpeople/image/122.jp2
Henry King Stanford, President of the University of Miami, with students during black culture week				On verso: "BlK culture week"		Photographs		1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.5 x 21.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 14; Folder No. 24; Folder Title: President: (n.d.) Stanford, Henry King 1. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253250001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/462	462	39.jp2	/umpeople/image/39.jp2
Warren J. Samuels, Professor of Economics				On verso: "Samuels, Warren Prof Economics 1960's"		Photographs	1961	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 17; Folder Title: Faculty: Samuels, Warren J. - Economics. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252000001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/463	463	396.jp2	/umpeople/image/396.jp2
William M. Holmberg, Professor, Marine Laboratory	Fleming, Fred B.			On verso: "Holmberg Wm. M."		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 12.7 x 10.2 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251110001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/464	464	335.jp2	/umpeople/image/335.jp2
C. Raymond Van Dusen, Chairman of Department of Speech				On verso: "Dr. C.R. Van Dusen; Chairman - Speech Dept."		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 28; Folder Title: Chairman: Speech Department: Van Dusen, C.R. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250160001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/465	465	126.jp2	/umpeople/image/126.jp2
Sidney W. Fox, Director of the Institute of Molecular Evolution				On verso: "Dr. Sidne W. Fox University of miami Coral Gables, Fla. Director, Institute of Molecular Evolution."		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 10; Folder Title: Director: Fox, Sidney.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250510001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/466	466	278.jp2	/umpeople/image/278.jp2
Herman Fine, faculty member						Portrait photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 1; Folder Title: Faculty: Individual Photos (G). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254050001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/467	467	142.jp2	/umpeople/image/142.jp2
William L. Halstead, Chairman of the Department of English				On verso: "Dr. William Halstead (1951) Chairman - English dept."		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250190001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/468	468	225.jp2	/umpeople/image/225.jp2
Evan T. Lindstrom, Professor of Chemistry	Coral Gables News Bureau			On verso: "Evan T. Lindstrom Graduate and Member of faculty Deceased 11/11/49"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 16.6 x 21.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254350001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/469	469	264.jp2	/umpeople/image/264.jp2
Foster E. Alter, Dean of Men				On verso: "Foster E. Alter; Dean of Men"		Photographs	1951	1950-1960	Coral Gables (Florida)	1 B&W photograph; 24.2 x 18.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 32; Folder Title: Dean: Alter, Foster E.: Dean of Men. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252600001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/470	470	217.jp2	/umpeople/image/217.jp2
John J. O'Day, Director of the Physical Plant						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 20; Folder Title: Director: ODay, John.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250570001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/471	471	506.jp2	/umpeople/image/506.jp2
Williams S. Howland, Assistant to the President and Director of Public Information				On verso: "Howland, William; Assistant to the President (Jay Pearson); Director of Public Information; 1960s"		Portrait photographs	1960	1960-1970	Coral Gables (Florida)	1 B&W photograph; 25.4 x 20.6 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 22; Folder Title: Faculty: Howland, Williams S..			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251910001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/472	472	123.jp2	/umpeople/image/123.jp2
Jay F. W. Pearson, President of the University of Miami and his family						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 13; Folder No. 4; Folder Title: President: (n.d.) Pearson, J. W. 8 - Family. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252890001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/473	473	360.jp2	/umpeople/image/360.jp2
John H. Clotworthy, Chairman of the Division of Ocean Engineering at the Rosenstiel School of Marine and Atmospheric Sciences				On verso: "John H. Clothworthy (1967); Senior Research Engr.; Chair Ocean Engineering"		Portrait photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 25; Folder Title: Faculty: Individual Photos (C).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252760001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/474	474	232.jp2	/umpeople/image/232.jp2
Victor Bennett, Chairman of the Deparment of Marketing				On verso: "Dr. Victor Bennett; Salesmanship Class"		Photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 22.5 x 16.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253820001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/475	475	250.jp2	/umpeople/image/250.jp2
Jay F. W. Pearson, President of the University of Miami and Mrs. Pearson, barbecuing with sons Michael and Wesley						Photographs		1950-1960	Coral Gables (Florida)	1 B&W photograph; 25.4 x 20.2 cm.	eng	University of Miami. University Archives	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 37; Folder Title: President: (1953) Pearson, J. W. 1 - Inauguration. Folder Date: 1953			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253640001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/476	476	522.jp2	/umpeople/image/522.jp2
Donald Larson, Professor of Government				On verso: "Dr. Donald Larson Professor Government"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251330001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/477	477	442.jp2	/umpeople/image/442.jp2
Frank Moya, Professor of Anesthesiology						Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251390001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/478	478	383.jp2	/umpeople/image/383.jp2
Claude F. Carter, Professor of Physics with a new electron microscope	Fisher, Ray			On verso: "Hurricane August 17, 1951; Claude F. Carter, Asst. Prof. of Physics; New Electron Microscope Magnifies Virus 50,000 Times"		Portrait photographs	1951-08-17	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 25; Folder Title: Faculty: Individual Photos (C).		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252770001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/479	479	437.jp2	/umpeople/image/437.jp2
Henry King Stanford, President of the University of Miami, with Max Orovitz at the Dooley Memorial Classroom building dedication				On verso: "Max Orovitz, Dr. Stanford - Unveiling of Dooly plaque Memorial Classroom Bldg 11/17/70"		Photographs	1970-11-17	1970-1980	Coral Gables (Florida)	1 b&w photograph; 20.2 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 14; Folder No. 9; Folder Title: President: (1970) Stanford, Henry King 1. Folder Date: 1970			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253000001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/480	480	310.jp2	/umpeople/image/310.jp2
Paul E. Eckel, Professor of History				On verso: "Dr. Paul E. Eckel; Faculty History 1940's"		Portrait photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 5.8 x 8.5 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 27; Folder Title: Faculty: Individual Photos (E). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253990001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/481	481	318.jp2	/umpeople/image/318.jp2
Reinhold P. Wolff, Director of the Bureau of Business and Economic Research and Professor of Economics				On verso: "Dr. Reinhald P. Wolff U. Research Bureau Director Nov 10, 1950 Hurricane"		Photographs	1950-11-10	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 4; Folder No. 26; Folder Title: Directors: Individual Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251020001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/482	482	28.jp2	/umpeople/image/28.jp2
