Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 25.2 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105920001001	Image	image/tiff	10058.555 KB	6166	5089	0x2E280029	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/530	530	492.jp2	/umevents/image/492.jp2
Graduating students entering commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105990001001	Image	image/tiff	16798.833 KB	6164	5049	0xC6C7BE99	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/531	531	499.jp2	/umevents/image/499.jp2
Commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107020001001	Image	image/tiff	4412.687 KB	3441	2285	0xDE36038	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/532	532	592.jp2	/umevents/image/592.jp2
Speaker at the 1971 Commencement Ceremony						Photographs	1971-06	1970-1980	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107240001001	Image	image/tiff	2245.389 KB	2321	3396	0xE0954709	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/533	533	614.jp2	/umevents/image/614.jp2
Two men at Commencement Ceremony, 1963						Photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 1; Folder Title: Commencement, 1963.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105210001001	Image	image/tiff	15947.087 KB	5198	5305	0x508DBD6D	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/534	534	421.jp2	/umevents/image/421.jp2
Globe statue at commencement ceremony						Negatives	1964	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105450001001	Image	image/tiff	3126.635 KB	2277	3423	0xBB9790F5	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/535	535	445.jp2	/umevents/image/445.jp2
Commencement ceremony, 1964						Negatives	1964	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105530001001	Image	image/tiff	1986.006 KB	2278	3322	0x3CB8B732	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/536	536	453.jp2	/umevents/image/453.jp2
Speaker at the 1970 Commencement Ceremony						Photographs	1970	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106780001001	Image	image/tiff	3431.125 KB	3428	2256	0x17E95329	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/537	537	568.jp2	/umevents/image/568.jp2
Faculty at commencement ceremony, 1971						Negatives	1971-06	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107180001001	Image	image/tiff	2153.372 KB	3384	2250	0xF088CFFE	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/538	538	608.jp2	/umevents/image/608.jp2
Commencement Ceremony, 1966						Photographs	1966	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 4; Folder Title: Commencement, 1966.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105830001001	Image	image/tiff	3459.224 KB	3441	2317	0xFFEE4FDF	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/539	539	483.jp2	/umevents/image/483.jp2
Graduating student at commencement ceremony, 1967						Photographs	1967-01-27	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.5 x 25.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105980001001	Image	image/tiff	11887.725 KB	5085	6203	0xDC4157DA	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/540	540	498.jp2	/umevents/image/498.jp2
President Stanford at commencement ceremony, 1967						Photographs	1967-01-27	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.8 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106060001001	Image	image/tiff	11216.725 KB	5127	6166	0xF86ADD34	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/541	541	506.jp2	/umevents/image/506.jp2
Trustees' Luncheon at Student Union						Photographs	1969-01	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement, 1969.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106340001001	Image	image/tiff	3728.897 KB	3477	2319	0x882F614	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/542	542	534.jp2	/umevents/image/534.jp2
Student with family at Commencement Ceremony						Photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105850001001	Image	image/tiff	2876.11 KB	3460	2302	0xA8515908	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/543	543	485.jp2	/umevents/image/485.jp2
Graduate receiving award at commencement ceremony						Negatives	1971-06	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107220001001	Image	image/tiff	3584.222 KB	3403	2279	0x85D7519C	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/544	544	612.jp2	/umevents/image/612.jp2
Commencement Ceremony, 1965						Photographs	1965	1960-1970	Coral Gables ( Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 3; Folder Title: Commencement, 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105780001001	Image	image/tiff	4654.994 KB	2280	3425	0x3AF79D8D	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/545	545	478.jp2	/umevents/image/478.jp2
Man speaking at commencement ceremony, 1971						Negatives	1971-06	19701980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 3; Folder Title: Commencement, 1971.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107170001001	Image	image/tiff	2941.345 KB	3385	2293	0x14024A65	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/546	546	607.jp2	/umevents/image/607.jp2
Students at the 1965 Commencement						Photographs	1965	1960-1970	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 3; Folder Title: Commencement, 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105720001001	Image	image/tiff	1459.468 KB	3431	2330	0xF53FC969	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/547	547	472.jp2	/umevents/image/472.jp2
Students returning caps and gowns						Photographs	1967	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106100001001	Image	image/tiff	12134.521 KB	5142	6223	0x5866E5C8	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/548	548	510.jp2	/umevents/image/510.jp2
Stage at the 1970 Commencement Ceremony						Photographs	1970	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106600001001	Image	image/tiff	13689.067 KB	5333	5357	0x8C9D68E2	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/549	549	560.jp2	/umevents/image/560.jp2
Commencement ceremony, 1969						Negatives	1969	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 7; Folder Title: Commencement, 1969.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106290001001	Image	image/tiff	3258.645 KB	3446	2318	0xC7746D33	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/550	550	529.jp2	/umevents/image/529.jp2
Faculty on stage at commencement ceremony, 1967						Photographs	1967	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 25.3 x 20.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106050001001	Image	image/tiff	9453.855 KB	6223	5184	0x4AFF1580	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/551	551	505.jp2	/umevents/image/505.jp2
President Stanford at commencement ceremony, 1970						Negatives	1970	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 1; Folder Title: Commencement, 1970: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106770001001	Image	image/tiff	4316.388 KB	3396	2223	0x81AB6C91	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/552	552	567.jp2	/umevents/image/567.jp2
Commencement ceremony, 1967						Photographs	1967-01-27	1960-1970	Miami (Florida)	1 b&w photograph; 20.7 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106150001001	Image	image/tiff	18901.958 KB	5143	6216	0x9E6762D4	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/553	553	515.jp2	/umevents/image/515.jp2
Commencement ceremony, 1964						Negatives	1964	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 2; Folder Title: Commencement, 1964.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105670001001	Image	image/tiff	3512.497 KB	3472	2290	0xA7341F17	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/554	554	467.jp2	/umevents/image/467.jp2
Andrew F. Brinmer receiving the Honorary Degree at commencement ceremony				Written on verso: "6/6/71"		Photographs	1971-06-06	1970-1980	Coral Gables ( Florida)	1 b&w photograph; 26.7 x 21.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 8; Folder Title: Commencement, 1970: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420106540001001	Image	image/tiff	18750.098 KB	6474	5271	0xB8A5AF44	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/555	555	554.jp2	/umevents/image/554.jp2
President Stanford at commencement ceremony, 1967						Negatives	1967	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 4; Folder No. 5; Folder Title: Commencement, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420105840001001	Image	image/tiff	5139.051 KB	3418	2273	0x260A103	RGB	24-bit depth	600 dpi			2008-07-01	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/556	556	484.jp2	/umevents/image/484.jp2
