Title	Creator	Note	Subject	Genre	Publisher	Date	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Rights	Object No.	Directory	Digital ID	Type	Format	Width	Height	Checksum	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001110003001.tif	Text	image/tiff	3948	2874	0x87A2EDF1	04600001110003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/298	298	299.jp2	/chc0460/image/299.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001110004001.tif	Text	image/tiff	3990	2898	0xBEE8DA28	04600001110004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/299	299	300.jp2	/chc0460/image/300.jp2
Driver's License, Portugal	Portugal. Comissão Tecnica de Automobilismo	Contains photo of TEP II.		Drivers'  License		2 Aug. 1908	1  item (10 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000111	000111		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/300	300	301.cpd	/chc0460/image/301.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070001001.tif	Text	image/tiff	2765	4312	0xFDB73662	04600000070001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/301	301	302.jp2	/chc0460/image/302.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070002001.tif	Text	image/tiff	2773	4314	0x9D92DAEE	04600000070002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/302	302	303.jp2	/chc0460/image/303.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070003001.tif	Text	image/tiff	2749	4314	0x96FA838B	04600000070003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/303	303	304.jp2	/chc0460/image/304.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070004001.tif	Text	image/tiff	2773	4312	0xF067AE8D	04600000070004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/304	304	305.jp2	/chc0460/image/305.jp2
Page 5													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070005001.tif	Text	image/tiff	2805	4320	0x2DC561B4	04600000070005001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/305	305	306.jp2	/chc0460/image/306.jp2
Page 6													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070006001.tif	Text	image/tiff	2831	4330	0xFEAD1CAD	04600000070006001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/306	306	307.jp2	/chc0460/image/307.jp2
Page 7													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070007001.tif	Text	image/tiff	2799	4330	0x1AE335BD	04600000070007001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/307	307	308.jp2	/chc0460/image/308.jp2
Page 8													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070008001.tif	Text	image/tiff	2773	4320	0xDC87CBAC	04600000070008001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/308	308	309.jp2	/chc0460/image/309.jp2
Page 9													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070009001.tif	Text	image/tiff	2910	2280	0xECCD6031	04600000070009001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/309	309	310.jp2	/chc0460/image/310.jp2
Page 10													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000070010001.tif	Text	image/tiff	2898	2274	0xEDA0BDE2	04600000070010001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/310	310	311.jp2	/chc0460/image/311.jp2
Letter: Matanzas [Cuba], to Thomas [Tomás Andrés Estrada Palma II], Manzanillo [Cuba]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed.  With envelope.		Letter (Correspondence)		1 Jan. 1907	1  item (8 p. ) + envelope	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000007	000007		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/311	311	312.cpd	/chc0460/image/312.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005020001001.tif	Text	image/tiff	2058	3270	0xA3923275	04600005020001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/312	312	313.jp2	/chc0460/image/313.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005020002001.tif	Text	image/tiff	2052	3078	0x16506C3A	04600005020002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/313	313	314.jp2	/chc0460/image/314.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005020003001.tif	Text	image/tiff	2040	3282	0xA665F54C	04600005020003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/314	314	315.jp2	/chc0460/image/315.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005020004001.tif	Text	image/tiff	2076	3138	0x4A6B6C9B	04600005020004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/315	315	316.jp2	/chc0460/image/316.jp2
Letter: Havana, from Carlitos [Carlos Estrada Palma] to [Tomás Andrés Estrada Palma II], s.l.	Estrada Palma, Carlos			Letter (Correspondence)		12 Mar. 1904	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000502	000502		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/316	316	317.cpd	/chc0460/image/317.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007090001001.tif	Text	image/tiff	2376	3474	0xC9426E67	04600007090001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/317	317	318.jp2	/chc0460/image/318.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007090002001.tif	Text	image/tiff	2316	3474	0xCDFEE17F	04600007090002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/318	318	319.jp2	/chc0460/image/319.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007090003001.tif	Text	image/tiff	2316	3432	0x9E9B8073	04600007090003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/319	319	320.jp2	/chc0460/image/320.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007090004001.tif	Text	image/tiff	2358	3432	0x742F41AC	04600007090004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/320	320	321.jp2	/chc0460/image/321.jp2
Don Tomás Estrada Palma: 1835-1960		Souvenir of a tribute to TEP hosted by the Logia "Estrada Palma" in Marianao, Cuba.				10 July 1960	1  card	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 7 Folder Title: Clippings. Folder Date: 1935-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000709	000709		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/321	321	322.cpd	/chc0460/image/322.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005060001001.tif	Text	image/tiff	2142	3228	0x20F67755	04600005060001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/322	322	323.jp2	/chc0460/image/323.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005060002001.tif	Text	image/tiff	2199	6493	0x9314908D	04600005060002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/323	323	324.jp2	/chc0460/image/324.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005060003001.tif	Text	image/tiff	2142	3198	0x22A5D38E	04600005060003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/324	324	325.jp2	/chc0460/image/325.jp2
Greeting Card: S.l., to [Tomás Estrada Palma IV], s.l.	Estrada Palma, Tomás Andrés, 1884-1960	St. Patrick's Day card.  Hoppy refers to Tomás Estrada Palma II.	Estrada Palma, Tomás, II; Estrada Palma II, Tomás; Estrada Palma IV, Tomás	Greeting Card		[Mar.] 1958	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000506	000506		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/325	325	326.cpd	/chc0460/image/326.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000050001001.tif	Text	image/tiff	3358	4224	0xE09E6C85	04600000050001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/326	326	327.jp2	/chc0460/image/327.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000050002001.tif	Text	image/tiff	3327	4219	0x1B91D59E	04600000050002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/327	327	328.jp2	/chc0460/image/328.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000050003001.tif	Text	image/tiff	3345	4219	0x29CD16E4	04600000050003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/328	328	329.jp2	/chc0460/image/329.jp2
Page 4													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000050004001.tif	Text	image/tiff	3334	4224	0x96EF9E95	04600000050004001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/329	329	330.jp2	/chc0460/image/330.jp2
Letter: Havana, to Thomas [Tomás Andrés Estrada Palma II], [Ithaca, New York]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed. On presiential letterhead.		Letter (Correspondence)		12 May 1903	1  item (4 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000005	000005		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/330	330	331.cpd	/chc0460/image/331.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001070001001.tif	Text	image/tiff	3990	6348	0x51DFEA62	04600001070001001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/331	331	332.jp2	/chc0460/image/332.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001070002001.tif	Text	image/tiff	3972	6246	0xC6E93DA4	04600001070002001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/332	332	333.jp2	/chc0460/image/333.jp2
Page 3													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001070003001.tif	Text	image/tiff	4014	6288	0xD0AEA79	04600001070003001.tif		2006-12-09	2006-12-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/333	333	334.jp2	/chc0460/image/334.jp2
Letter: Woodcliff, New Jersey, to [Tomás Andrés Estrada Palma II], [Halifax, Nova Scotia?]	Estrada Palma, Tomás Douglas, 1911-1999	Autograph letter signed.		Letter (Correspondence)		2 Jan. 1937	1  item (3 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 18 Folder Title: Tomás Douglas Estrada Palma III: Correspondence. Folder Date: ca. 1919-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000107	000107		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/334	334	335.cpd	/chc0460/image/335.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006210001001.tif	Text	image/tiff	3839	5428	0x984111B2	04600006210001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/335	335	336.jp2	/chc0460/image/336.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006210002001.tif	Text	image/tiff	3853	5428	0x99C66ABE	04600006210002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/336	336	337.jp2	/chc0460/image/337.jp2
Collage of Clippings						[Oct. 1906]	1  8 clippings	University of Miami Libraries. Cuban Heritage Collection	TomÃ¡s Estrada Palma Collection.	CHC0460	Series I. TomÃ¡s Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000621	000621		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/337	337	338.cpd	/chc0460/image/338.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006050001001.tif	Text	image/tiff	4358	3153	0x6108FAF5	04600006050001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/338	338	339.jp2	/chc0460/image/339.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006050002001.tif	Text	image/tiff	4334	3153	0x9117C4F4	04600006050002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/339	339	340.jp2	/chc0460/image/340.jp2
S.n.						n.d.	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 2 Folder Title: Clippings. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000605	000605		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/340	340	341.cpd	/chc0460/image/341.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006110001011.tif	Text	image/tiff	3379	5305	0xED366A58	04600006110001011.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/341	341	342.jp2	/chc0460/image/342.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006110001021.tif	Text	image/tiff	3379	5305	0xB03FFAAA	04600006110001021.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/342	342	343.jp2	/chc0460/image/343.jp2
Collage of Clippings						[Oct. 1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000611	000611		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/343	343	344.cpd	/chc0460/image/344.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005090001001.tif	Text	image/tiff	2232	3432	0xC7AF190	04600005090001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/344	344	345.jp2	/chc0460/image/345.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005090002001.tif	Text	image/tiff	3414	2214	0xD9149564	04600005090002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/345	345	346.jp2	/chc0460/image/346.jp2
Postcard: "Newport News Home"		On verso: " No. 232 49th St.  Candita, daugther of T.E. Palma [II?] was born in this house.  Hoppy's house - TEP II Cuban Consul."				n.d.	1  postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 32 Folder Title: Places. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000509	000509		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/346	346	347.cpd	/chc0460/image/347.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005140001001.tif	Text	image/tiff	4260	3060	0xA9913BF6	04600005140001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/353	353	354.jp2	/chc0460/image/354.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005140002001.tif	Text	image/tiff	4278	3084	0x87EB2C23	04600005140002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/354	354	355.jp2	/chc0460/image/355.jp2
Music Room adjacent to Hall of Mirrors, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000514	000514		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/355	355	356.cpd	/chc0460/image/356.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005320001001.tif	Text	image/tiff	1944	2004	0xD5137943	04600005320001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/359	359	360.jp2	/chc0460/image/360.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005320002001.tif	Text	image/tiff	1986	2028	0xB0BFE3A3	04600005320002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/360	360	361.jp2	/chc0460/image/361.jp2
"Hillcrest," Central Valley, New York		Cutout of postcard sent from Central Valley to Candita (Candelaria) Estrada Palma in Havana.		Postcard		6 Sep. 1905	1 b&w postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 33 Folder Title: Central Valley New York. Folder Date: n.d. 1904-1905	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000532	000532		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/361	361	362.cpd	/chc0460/image/362.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000060001001.tif	Text	image/tiff	3102	4530	0x12F5FBB7	04600000060001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/362	362	363.jp2	/chc0460/image/363.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000060002001.tif	Text	image/tiff	3072	4434	0xFF5C8DDC	04600000060002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/363	363	364.jp2	/chc0460/image/364.jp2
Invitation: [Havana], from Banda de Musica del Cuerpo de Artilleria to Tomás Estrada Palma, [Havana]	Banda de Musica del Cuerpo de Artilleria	Concert schedule for 18 Aug. 1906.  Stamped with the signature of José Marín Varona, Captain of the band.	Marin Varona, José; Thomas, A.; Sanchez Fuentes;  Helzmann; Rey, Raymond; Barba, R.	Program		[Aug. 1906]	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000006	000006		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/364	364	365.cpd	/chc0460/image/365.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000020001001.tif	Text	image/tiff	5022	6450	0x861C411F	04600000020001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/368	368	369.jp2	/chc0460/image/369.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000020002001.tif	Text	image/tiff	4986	6426	0xB72867AB	04600000020002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/369	369	370.jp2	/chc0460/image/370.jp2
Letter: Havana, to Thomas [Tomás Andrés Estrada Palma II], [Central Valley, New York]	Estrada Palma, Tomás, 1835-1908	Typed letter signed.  Letter is torn and rejoined.		Letter (Correspondence)		3 Jan. 1903	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000002	000002		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/370	370	371.cpd	/chc0460/image/371.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006090001001.tif	Text	image/tiff	3744	5026	0xB5BF5767	04600006090001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/374	374	375.jp2	/chc0460/image/375.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006090002001.tif	Text	image/tiff	3722	5023	0xC74B2F2	04600006090002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/375	375	376.jp2	/chc0460/image/376.jp2
Roosevelt-Palma" and "President Palma's Note to Taft and Bacon		Includes clipping of French caricature, "Cuba et les Etats-Unis."				Sep. 1906	1  3 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000609	000609		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/376	376	377.cpd	/chc0460/image/377.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005080001001.tif	Text	image/tiff	2274	3474	0x834244B2	04600005080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/377	377	378.jp2	/chc0460/image/378.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005080002001.tif	Text	image/tiff	2256	3498	0xE1FE5715	04600005080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/378	378	379.jp2	/chc0460/image/379.jp2
Postcard: Villa, Santa Margherita, Italy		On verso: "Ville - Sta Mergherite Summer - Candy - Lucy - Aunt M. - us."				n.d.	1  postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 32 Folder Title: Places. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000508	000508		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/379	379	380.cpd	/chc0460/image/380.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005310001001.tif	Text	image/tiff	2274	2400	0xD2CFFAFD	04600005310001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/380	380	381.jp2	/chc0460/image/381.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005310002001.tif	Text	image/tiff	2484	2214	0xE350A41F	04600005310002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/381	381	382.jp2	/chc0460/image/382.jp2
"The Pond," Central Valley, New York		Cutout of postcard sent from Central Valley to Candita (Candelaria) Estrada Palma in Havana.	The Pond; Pond creek	Postcard	s.n.	30 Aug. 1904	1 b&w postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 33 Folder Title: Central Valley New York. Folder Date: n.d. 1904-1905	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000531	000531		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/382	382	383.cpd	/chc0460/image/383.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006100001001.tif	Text	image/tiff	3649	5337	0x61ABA9D2	04600006100001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/386	386	387.jp2	/chc0460/image/387.jp2
