Title	Creator	Note	Subject	Genre	Publisher	Date	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Rights	Object No.	Directory	Digital ID	Type	Format	Width	Height	Checksum	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006200001001.tif	Text	image/tiff	3753	5625	0x84B67934	04600006200001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/608	608	609.jp2	/chc0460/image/609.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006200002001.tif	Text	image/tiff	3787	5625	0x9EEA88E8	04600006200002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/609	609	610.jp2	/chc0460/image/610.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000620	000620		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/610	610	611.cpd	/chc0460/image/611.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007170001001.tif	Text	image/tiff	1962	4404	0x6C6D867	04600007170001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/611	611	612.jp2	/chc0460/image/612.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007170002001.tif	Text	image/tiff	1530	3084	0x31CB1A27	04600007170002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/612	612	613.jp2	/chc0460/image/613.jp2
Mr. Tomas Palma Hurriedly Weds		In the Newburgh (NY) Journal.	Estrada Palma, Tomás, II; Estrada Palma, Helen D.	Clipping		8 Aug. 1910	1 b&w clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 16 Folder Title: Clippings. Folder Date: 1910	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000717	000717		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/613	613	614.cpd	/chc0460/image/614.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005200001001.tif	Text	image/tiff	2934	2298	0xB588C2D	04600005200001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/617	617	618.jp2	/chc0460/image/618.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005200002001.tif	Text	image/tiff	3000	2298	0x7A28D07D	04600005200002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/618	618	619.jp2	/chc0460/image/619.jp2
Veranda, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1  photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000520	000520		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/619	619	620.cpd	/chc0460/image/620.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005230001001.tif	Text	image/tiff	2814	2148	0x5CBD5945	04600005230001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/623	623	624.jp2	/chc0460/image/624.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005230002001.tif	Text	image/tiff	2874	2214	0x3EA06D76	04600005230002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/624	624	625.jp2	/chc0460/image/625.jp2
Guard at entrace to the Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1  photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000523	000523		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/625	625	626.cpd	/chc0460/image/626.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006050001001.tif	Text	image/tiff	4358	3153	0x6108FAF5	04600006050001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/629	629	630.jp2	/chc0460/image/630.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006050002001.tif	Text	image/tiff	4334	3153	0x9117C4F4	04600006050002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/630	630	631.jp2	/chc0460/image/631.jp2
S.n.						n.d.	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 2 Folder Title: Clippings. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000605	000605		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/631	631	632.cpd	/chc0460/image/632.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000040001001.tif	Text	image/tiff	6552	4218	0xE0B7F421	04600000040001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/632	632	633.jp2	/chc0460/image/633.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000040002001.tif	Text	image/tiff	6534	4207	0x16046EA	04600000040002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/633	633	634.jp2	/chc0460/image/634.jp2
Letter: [Havana], to Thomas [Tomás Andrés Estrada Palma II], [New York]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed.		Letter (Correspondence)		28 Apr. 1903	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000004	000004		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/634	634	635.cpd	/chc0460/image/635.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001000001001.tif	Text	image/tiff	3874	2928	0x7A5610D6	04600001000001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/635	635	636.jp2	/chc0460/image/636.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001000002001.tif	Text	image/tiff	3948	2958	0x53F9722	04600001000002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/636	636	637.jp2	/chc0460/image/637.jp2
Envelope: Havana, to Tomás Estrada Palma and family, Matanzas, Cuba		Does not include letter.		Envelope		[190?]	1  envelope	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000100	000100		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/637	637	638.cpd	/chc0460/image/638.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006200001001.tif	Text	image/tiff	3753	5625	0x37E0CF32	04600006200001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/638	638	639.jp2	/chc0460/image/639.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006200002001.tif	Text	image/tiff	3787	5625	0xFEC83FE3	04600006200002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/639	639	640.jp2	/chc0460/image/640.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000620	000620		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/640	640	641.cpd	/chc0460/image/641.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005260001001.tif	Text	image/tiff	3432	2298	0xAC237CE	04600005260001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/644	644	645.jp2	/chc0460/image/645.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005260002001.tif	Text	image/tiff	3390	2232	0x66E4FA48	04600005260002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/645	645	646.jp2	/chc0460/image/646.jp2
Postcard: Matanzas [Cuba], from Candelaria Estrada Palma to [Tomás Andrés Estrada Palma II], Manzanillo, Cuba	Estrada Palma, Candelaria			Postcard	Quiros & Co., Matanzas	Dec. 1906	1 b&w postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000526	000526		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/646	646	647.cpd	/chc0460/image/647.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006250001001.tif	Text	image/tiff	5647	3759	0x29EDD96F	04600006250001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/647	647	648.jp2	/chc0460/image/648.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006250002001.tif	Text	image/tiff	3763	5564	0x3064CEC3	04600006250002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/648	648	649.jp2	/chc0460/image/649.jp2
Collage of Clippings						[1906]	1  3 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000625	000625		Text; Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/649	649	650.cpd	/chc0460/image/650.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005330001001.tif	Text	image/tiff	3534	2130	0xB2385A0	04600005330001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/650	650	651.jp2	/chc0460/image/651.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005330002001.tif	Text	image/tiff	3534	2130	0x12DB37BD	04600005330002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/651	651	652.jp2	/chc0460/image/652.jp2
Postcard: "7412  Officers of the Cuban Army"				Postcard	Photographic corp.	[ca. 1904]	1 col. postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 34 Folder Title: Cuba. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000533	000533		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/652	652	653.cpd	/chc0460/image/653.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006210001001.tif	Text	image/tiff	3839	5428	0xE7E6C968	04600006210001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/653	653	654.jp2	/chc0460/image/654.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006210002001.tif	Text	image/tiff	3853	5428	0x86BA021C	04600006210002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/654	654	655.jp2	/chc0460/image/655.jp2
Collage of Clippings						[Oct. 1906]	1  8 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000621	000621		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/655	655	656.cpd	/chc0460/image/656.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008040001001.tif	Text	image/tiff	1884	2544	0x99FC2EBD	04600008040001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/656	656	657.jp2	/chc0460/image/657.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008040002001.tif	Text	image/tiff	2586	1884	0x2824C379	04600008040002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/657	657	658.jp2	/chc0460/image/658.jp2
Membership Card, Touring Club Italiano		Contains photo of TEP II.		Membership Card		1932-1934	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000804	000804		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/658	658	659.cpd	/chc0460/image/659.cpd
