Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Directory	Object ID	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Resolution	Colorspace	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Miami: aerial view of downtown		Aerial view of the city of Miami showing the Ingraham Building, Alfred I. duPont Building, Security Building and the Dade County Courthouse. The Ingraham Building (1927; architects Schultze & Weaver) was originally the home of the Model Land Company, the real estate division of Henry Flagler's Florida East Coast Railroad. The duPont (1939; architects Marsh and Saxelbye) was the first skyscraper constructed in Miami after the city's economic recovery from the Great Depression. The Security Building (1926; architect Robert Greenfield) was famous for its French Second Empire-style copper-faced mansard roof, pierced by porthole windows and terminating in a domed, octagonal cupola. The Dade County Courthouse (1928; architects Ten Eyck Brown and Geiger) was the tallest building south of Baltimore when built.		Alfred I. duPont Building (Miami, Florida); Dade County Courthouse (Miami, Florida); Ingraham Building (Miami, Florida); Central business districts;	Photographs; Aerial views				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Sign Company Photographs.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000680001001	Image	image/tiff	994	768	0xB3DA0690	24 bit color	600dpi	RGB	asm03000000680001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/106	106	64.jpg	/asm0300/image/64.jpg
Miami docks and skyline after the 1926 hurricane	Romer, Gleason Waite, 1887-1971	Men examine damage done to boats following the 1926 hurricane.		Buildings -- Natural disaster effects; Hurricanes;	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami: Docks and Skyline.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000400001001	Image	image/tiff	958	768	0x797FCA88	24 bit color	600dpi	RGB	asm03000000400001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/107	107	39.jpg	/asm0300/image/39.jpg
Fowler Apartments		The Fowler Apartments and Collins Park, where the Miami Beach Library would later be built.		Fowler Apartments (Miami Beach, Florida); Collins Park (Miami Beach, Florida); Collins Avenue (Miami Beach, Florida); Parks; Apartment houses;	Photographs; Aerial views		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001540001001	Image	image/tiff	935	768	0xC8D247A0	24 bit color	600dpi	RGB	asm03000001540001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/108	108	123.jpg	/asm0300/image/123.jpg
Hurricane 1926: fallen telephone poles		These telephone poles on Alton Road and 17th Street were knocked over during the hurricane of September 19, 1926.		Hurricanes; Alton Road (Miami Beach, Florida);	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001520001001	Image	image/tiff	537	768	0xB6EF4817	24 bit color	600dpi	RGB	asm03000001520001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/109	109	121.jpg	/asm0300/image/121.jpg
1926 hurricane, NE 47th Street home		A photograph of the home then owned by the Charles F. Cushman family, in the Indian River section of Miami. A garage containing living quarters was largely blown away.		Hurricanes; Buildings -- Natural disaster effects;	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami: Hurricanes: Indian River Section.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000470001001	Image	image/tiff	1023	593	0xF88D7C5D	24 bit color	600dpi	RGB	asm03000000470001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/110	110	46.jpg	/asm0300/image/46.jpg
Greyhound race	City of Miami News Bureau	Fleet greyhounds strain every muscle in the vain effort to catch the mechanical bunny at one of the four dog tracks in the Miami area.		Greyhound racing;	Photographs				Florida	Miami-Dade County (Florida)	Hialeah (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 5; Folder Title: Miami: Greyhounds.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001010001001	Image	image/tiff	937	768	0xCC7E92DD	24 bit color	600dpi	RGB	asm03000001010001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/111	111	71.jpg	/asm0300/image/71.jpg
Coral Gables trolley car		Electric trolley car of the Coral Gables Rapid Transport Corp., April 1926.		Trolley cars;	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Coral Gables (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001110001001	Image	image/tiff	1023	675	0x3BB5199F	24 bit color	600dpi	RGB	asm03000001110001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/112	112	80.jpg	/asm0300/image/80.jpg
Trolley cars in downtown Miami		These trolley cars approach the intersection at NE 1st Avenue and Flagler Street on the way to NW 7th Avenue.		Trolley cars; Flagler Street (Miami, Florida);	Photographs		1927	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w tinted photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6, Folder Title: Miami: Trolley.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001360001001	Image	image/tiff	927	768	0x88A32D4C	24 bit color	600dpi	RGB	asm03000001360001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/113	113	105.jpg	/asm0300/image/105.jpg
Matheson Hammock beach scene	Baiar, John	Photograph of a crowd on the sands of Matheson Hammock, near Biscayne Bay. The park features an enclosed man-made lagoon, seen at the right.	"April 1950"--Handwritten inscription on back.	Suntan; Bathing suits; Beaches; Matheson Hammock Park (Coral Gables, Florida);	Photographs		1950	1950-1960	Florida	Miami-Dade County (Florida)	Coral Gables (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Matheson Hammock: Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000350001001	Image	image/tiff	975	768	0x6771C8E7	24 bit color	600dpi	RGB	asm03000000350001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/114	114	34.jpg	/asm0300/image/34.jpg
Coral Gables Coliseum		This landmark venue (1927-1993) on Douglas Road was planned by Coral Gables entrepreneur George Merrick and designed by Anthony Ten Eyck Brown; it was later destroyed for redevelopment.		Coral Gables Coliseum (Coral Gables, Florida); Centers for the performing arts; Douglas Road (Coral Gables, Florida);	Photographs		ca. 1949	1940-1950	Florida	Miami-Dade County (Florida)	Coral Gables (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 1; Folder Title: Coral Gables: Buses-Douglas Entrance.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000210001001	Image	image/tiff	1022	711	0xF318C350	24 bit color	600dpi	RGB	asm03000000210001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/115	115	20.jpg	/asm0300/image/20.jpg
Construction growth trends		This spike graph compares construction industry growth between Miami and Dade County from 1900 to 1965.		Construction industry; Statistics;	Photographs		1900-1965	1900-1970	Florida	Miami-Dade County (Florida)			1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2 Folder Title: Miami: Statistics.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000500001001	Image	image/tiff	620	768	0x682F3C70	24 bit color	600dpi	RGB	asm03000000500001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/116	116	49.jpg	/asm0300/image/49.jpg
Miami's County Causeway	Williams, Verne O.		The Miami-Dade County Causeway was later renamed the MacArthur Causeway. Reproduction of a photo from the Historical Association of Southern Florida.	MacArthur Causeway (Miami, Florida); Causeways; Trolley cars; Construction workers;	Photographs		1925	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Causeways.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001430001001	Image	image/tiff	952	768	0xF8921E3E	24 bit color	600dpi	RGB	asm03000001430001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/117	117	112.jpg	/asm0300/image/112.jpg
Dinner Key aerial view		Aerial view of Dinner Key, the coastal area of Coconut Grove in Miami. The Miami terminal of Pan American Airways, thrusting into the Atlantic, fills the lower right quadrant. Dinner Key was Pan Am's hub for its Flying Boat fleet. Dinner Key was so named because people used to  have picnic dinners while watching the planes take off.		Shorelines; Skylines; Boats and boating; Airplanes; Marinas; Pan American World Airways, Inc.; Islands; City Hall (Miami, Florida);	Photographs; Aerial views; Cityscapes				Florida	Miami-Dade County (Florida)	Miami (Florida)	Dinner Key	1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 1; Folder Title: Coconut Grove.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000030001001	Image	image/tiff	1022	717	0x605C9D99	24 bit color	600dpi	Grayscale	asm03000000030001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/118	118	2.jpg	/asm0300/image/2.jpg
Biltmore Hotel				Miami Biltmore Hotel and Country Club; Hotels	Photographs				Florida	Miami-Dade County (Florida)	Coral Gables (Florida)		1 color photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 1; Folder Title: Coral Gables: Hotels: Biltmore Hotel.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000130001001	Image	image/tiff	552	768	0xC9B2A2C4	24 bit color	600dpi	RGB	asm03000000130001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/119	119	12.jpg	/asm0300/image/12.jpg
Downtown traffic		Cars and trolleys fill the streets of downtown Miami. In the middle distance is the Cortez building. In the lower left corner is an African American cab driver.		City traffic; Automobiles; Trolley cars; Central business districts;	Photographs		1925	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami: Downtown.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001130001001	Image	image/tiff	617	768	0x39ADEFCD	24 bit color	600dpi	RGB	asm03000001130001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/120	120	82.jpg	/asm0300/image/82.jpg
Allison Hospital		Aerial view of Allison Hospital on Allison Island, 250 W 63rd Street, Miami Beach.	This three-story building was built in 1924 by August Geiger in the "Spanish Style" and it opened on January 1, 1926. It was commissioned by Indianapolis Motor Speedway founder Jim Allison (James Ashbury Allison, 1872-1928), a friend of Carl G. Fisher, who constructed it as a sort of hospital for the rich. Allison Hospital was unsuccessful, however. The Franciscans purchased it and renamed it St. Francis Hospital in 1928. Later, the hospital became a part of the Miami Heart Institute. It was demolished in 2001.	Allison Hospital (Miami Beach); Allison Island (Florida); Hospital architecture; Islands; Bridges;	Photographs; Aerial views				Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000560001001	Image	image/tiff	1022	665	0xC8187BDB	24 bit color	600dpi	RGB	asm03000000560001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/121	121	55.jpg	/asm0300/image/55.jpg
Bungalow of Gertrude D. Dinwiddie			"Bungalow of Gertrude D. Dinwiddie, Miami, Fla. One of the nicest arranged bungalows I was ever in. I spent one month here with Sissie. A.V.D. Pierpont, Sept."--Handwritten inscription on back.	Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000390001001	Image	image/tiff	1023	642	0x64C834C7	24 bit color	600dpi	RGB	asm03000000390001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/122	122	38.jpg	/asm0300/image/38.jpg
Lacy Heaton Mauch, Hialeah Park	American Photo Corp.	Lacy Heaton Mauch strolls through Hialeah Park on or around December 9, 1952.		Hialeah Park (Hialeah, Florida); Mauch, Lacy Heaton; Parks	Photographs		ca. 1952	1950-1960	Florida	Miami-Dade County (Florida)	Hialeah (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 5; Folder Title: Hialeah: Hialeah Park.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000000990001001	Image	image/tiff	610	768	0x52EBC141	24 bit color	600dpi	RGB	asm03000000990001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/123	123	69.jpg	/asm0300/image/69.jpg
Pancoast Lake		Aerial view of Pancoast Lake, Pinetree Drive, and Collins Avenue.		Pancoast Lake (Florida); Pine Tree Drive (Miami Beach, Florida); Collins Avenue (Miami Beach, Florida);	Photographs; Aerial views		1914	1910-1920	Florida	Miami-Dade County (Florida)			1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Aerial Views.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001380001001	Image	image/tiff	939	768	0x849AB464	24 bit color	600dpi	RGB	asm03000001380001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/124	124	107.jpg	/asm0300/image/107.jpg
Building under construction		A trolley car passes a sales building under construction in Coral Gables, November 20, 1925.		Trolley cars; Streets;	Photographs		1925	1920-1930	Florida	Miami-Dade County (Florida)	Coral Gables (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001120001001	Image	image/tiff	934	768	0x55BDFF66	24 bit color	600dpi	RGB	asm03000001120001001.tif		2006-11-14	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/125	125	81.jpg	/asm0300/image/81.jpg
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000930001001.tif	Image	image/tiff	951	768	0x772EBE8F	24 bit color		RGB	asm03000000930001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/132	132	133.jpg	/asm0300/image/133.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000930002001.tif	Image	image/tiff	600	768	0x90382D6D	24 bit color		RGB	asm03000000930002001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/133	133	134.jpg	/asm0300/image/134.jpg
Four homes facing NW 1st Place, Overtown	Romer, Gleason Waite, 1887-1971	Four wooden houses overlook a rocky, weedy lot in Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000093		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/134	134	135.cpd	/asm0300/image/135.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000860001001.tif	Image	image/tiff	945	768	0x2676ACAA	24 bit color		RGB	asm03000000860001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/213	213	214.jpg	/asm0300/image/214.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000860002001.tif	Image	image/tiff	604	768	0x447AFBF0	24 bit color		RGB	asm03000000860002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/214	214	215.jpg	/asm0300/image/215.jpg
Outdoor toilets used in many sections of the Overtown district	Romer, Gleason Waite, 1887-1971			African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000086		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/215	215	216.cpd	/asm0300/image/216.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000800001001.tif	Image	image/tiff	947	768	0x7311C0A7	24 bit color		RGB	asm03000000800001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/216	216	217.jpg	/asm0300/image/217.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000800002001.tif	Image	image/tiff	591	768	0x4E262CE6	24 bit color		RGB	asm03000000800002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/217	217	218.jpg	/asm0300/image/218.jpg
Six children on an Overtown porch	Romer, Gleason Waite, 1887-1971	These children are sitting on the porch of a 3-room house at 1980 NW 4th Avenue.		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000080		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/218	218	219.cpd	/asm0300/image/219.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000830001001.tif	Image	image/tiff	951	768	0x540819F6	24 bit color		RGB	asm03000000830001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/219	219	220.jpg	/asm0300/image/220.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000830002001.tif	Image	image/tiff	576	768	0xFC7B769C	24 bit color		RGB	asm03000000830002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/220	220	221.jpg	/asm0300/image/221.jpg
Congested area of Negro district (2)	Romer, Gleason Waite, 1887-1971	It must be a hot day in Overtown, because these women doing laundry are keeping to the shade of their porches. Note how close these little wooden homes are to each other.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000083		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/221	221	222.cpd	/asm0300/image/222.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000910001001.tif	Image	image/tiff	936	768	0x4CD0A437	24 bit color		RGB	asm03000000910001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/222	222	223.jpg	/asm0300/image/223.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000910002001.tif	Image	image/tiff	594	768	0x77766859	24 bit color		RGB	asm03000000910002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/223	223	224.jpg	/asm0300/image/224.jpg
Two-apartment building at 2061 NW 5th Place	Romer, Gleason Waite, 1887-1971	A "For Rent" sign hangs on the front of this apartment building in Overtown.		African Americans -- Housing; Architecture, Domestic; Apartment houses;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000091		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/224	224	225.cpd	/asm0300/image/225.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000740001001.tif	Image	image/tiff	947	768	0xD4574EB9	24 bit color		RGB	asm03000000740001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/225	225	226.jpg	/asm0300/image/226.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000740002001.tif	Image	image/tiff	632	768	0xDD3BB89C	24 bit color		RGB	asm03000000740002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/226	226	227.jpg	/asm0300/image/227.jpg
Boy and dog at home in Overtown	Romer, Gleason Waite, 1887-1971	A young boy stands beside the clothing line of a 3-room frame house at NW 17th and 2nd Court. A duplex on NW 177th Street is also visible.		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000074		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/227	227	228.cpd	/asm0300/image/228.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000600001001.tif	Image	image/tiff	1023	660	0x25D5C5F3	24 bit color		RGB	asm03000000600001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/228	228	229.jpg	/asm0300/image/229.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000600002001.tif	Image	image/tiff	1023	689	0x53847D0B	24 bit color		RGB	asm03000000600002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/229	229	230.jpg	/asm0300/image/230.jpg
Flamingo Hotel	Gravelle Pictorial News Service	"Aeroplane photo of the Flamingo Hotel at Miami Beach. One of the hotels that was first reported in ruins. In this photo, those who are familiar with this hotel will note that the large dome atop of the hotel was blown off and the docks in front of the hotel demolished, the hotel itself having suffered no severe loss, and will be ready for service on its usual opening date, about January 10th."--Note affixed to verso of photo.		Buildings -- Natural disaster effects; Hurricanes; Flamingo Hotel (Miami Beach, Florida);	Photographs; Aerial views		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami Beach: Hurricanes: Flamingo Hotel.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000060		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/230	230	231.cpd	/asm0300/image/231.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000890001001.tif	Image	image/tiff	952	768	0x14913F67	24 bit color		RGB	asm03000000890001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/231	231	232.jpg	/asm0300/image/232.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000890002001.tif	Image	image/tiff	575	768	0x58D5B8B9	24 bit color		RGB	asm03000000890002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/232	232	233.jpg	/asm0300/image/233.jpg
Five 3-room homes in Overtown	Romer, Gleason Waite, 1887-1971	A woman sits in a rocking chair on the porch of a house on NW 3rd Court.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000089		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/233	233	234.cpd	/asm0300/image/234.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000660001001.tif	Image	image/tiff	1022	661	0x316ACB5A	24 bit color		RGB	asm03000000660001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/234	234	235.jpg	/asm0300/image/235.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000660002001.tif	Image	image/tiff	1023	680	0x8AC197E	24 bit color		RGB	asm03000000660002001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/235	235	236.jpg	/asm0300/image/236.jpg
