Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
News reporter in emergency room with patient		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Medical care; Hospitals; Emergency physicians; Patients; Emergency medical services; Reporters and reporting; Camera operators; Video recording; Microphone	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030690001001	Image		image/tiff				92689776 Bytes	6158	5016	2750606083	RGB	8	600	asm05300030690001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3048	3048	3046.jp2	/asm0530/image/3046.jp2
Open heart surgery at Mount Sinai Hospital		Carlebach, Michael L.			Written on front: ”Mount  Sinai Hospital - open heart surgery"	American Studies; Photography, artistic; Photojournalism; Miami Beach (Florida); Mount Sinai Medical Center (Miami Beach, Florida); Hospitals; Heart -- Surgery; Surgery; Surgeons; Patients; Hospitals -- patients; Surgical instruments and apparatus	Photographs				Miami Beach (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030770001001	Image		image/tiff				93446936 Bytes	6191	5030	1069924415	RGB	8	600	asm05300030770001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3050	3050	3133.jp2	/asm0530/image/3133.jp2
Woman in South Miami Hospital during natural childbirth		Carlebach, Michael L.			Written on verso: ”South Miami Hosp. natural childbirth"	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth; Delivery (Obstetrics); Natural childbirth -- Coaching	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030270001001	Image		image/tiff				93352852 Bytes	6196	5021	3893933944	RGB	8	600	asm05300030270001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3051	3051	3139.jp2	/asm0530/image/3139.jp2
Hospital medical staff		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Hospitals; Mount Sinai Medical Center (Miami Beach, Fla.); Miami Beach (Florida); Hospital -- Medical staff; Medical devices and equipment;	Photographs				Miami Beach (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030410001001	Image		image/tiff				94821644 Bytes	5068	6235	1374238857	RGB	8	600	asm05300030410001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3052	3052	3095.jp2	/asm0530/image/3095.jp2
South Miami Hospital surgeon who removed forceps from patient Elizabeth Collier		Carlebach, Michael L.			Written on front: ”South Miami Hospital Surgeon (Simms) who removed forceps from Elizabeth Collier"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); South Miami Hospital (Florida); Hospitals; Surgeons; X-rays; Collier, Elizabeth	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030830001001	Image		image/tiff				93104480 Bytes	5027	6172	430421918	RGB	8	600	asm05300030830001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3053	3053	3083.jp2	/asm0530/image/3083.jp2
Speakers Corner, Hyde Park, London		Carlebach, Michael L.			Written on verso: ”Speakers Corner, Hyde Park, London"	American Studies; Photography, artistic; Photojournalism; London (England); Hyde Park (London, England); Speakers' Corner (Hyde Park, London, England); Public speaking; Debates and debating	Photographs				London (England)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040670001001	Image		image/tiff				93172028 Bytes	4991	6221	2516479759	RGB	8	600	asm05300040670001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3054	3054	3099.jp2	/asm0530/image/3099.jp2
Patient in diagnostic scanning machine		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Medical care; Hospitals; Medical personnel; Medical devices and equipment; Medical instruments and apparatus --Testing	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300029860001001	Image		image/tiff				91530108 Bytes	4984	6120	2327207968	RGB	8	600	asm05300029860001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3055	3055	3138.jp2	/asm0530/image/3138.jp2
Woman in South Miami Hospital for natural childbirth		Carlebach, Michael L.			Written on verso: ”South Miami Hospital natural childbirth"	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030190001001	Image		image/tiff				92080256 Bytes	6147	4992	2531340862	RGB	8	600	asm05300030190001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3056	3056	3085.jp2	/asm0530/image/3085.jp2
Child dying of whooping cough with his parents		Carlebach, Michael L.			Written on verso: ”Child dying of whooping cough with his mother Naples Daily News"; "890301D#6"	American Studies; Photography, artistic; Photojournalism; Hospitals; Hospital patients; Children; Sick children; Critically ill children; Whooping cough; Mothers; Fathers; Parents; Naples Daily News	Photographs		1989-03-01	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031340001001	Image		image/tiff				94137476 Bytes	5021	6248	1803173640	RGB	8	600	asm05300031340001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3057	3057	3122.jp2	/asm0530/image/3122.jp2
Family looking out window of their apartment in south Bronx		Carlebach, Michael L.			Written on verso: ”South Bronx"; "1778C10-268082"	American Studies; Photography, artistic; Photojournalism; Bronx (New York, New York); Apartment houses; Families	Photographs				Bronx (New York, New York)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041420001001	Image		image/tiff				79033968 Bytes	6162	4274	1943853601	RGB	8	600	asm05300041420001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3058	3058	3100.jp2	/asm0530/image/3100.jp2
Neonatal nurses tend to newborn infant		Carlebach, Michael L.			Written on verso: ”821030B#19"	American Studies; Photography, artistic; Photojournalism; Hospitals; Nurses; Neonatal nursing; Newborn infants; Medical devices and equipment;	Photographs		1982-10-30	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031070001001	Image		image/tiff				92967060 Bytes	6190	5005	2725639651	RGB	8	600	asm05300031070001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3059	3059	3050.jp2	/asm0530/image/3050.jp2
Neonatal nurse with newborn		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Hospitals; Nurses; Newborn infants; Neonatal nursing	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030760001001	Image		image/tiff				95735732 Bytes	5126	6224	2538706832	RGB	8	600	asm05300030760001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3060	3060	3112.jp2	/asm0530/image/3112.jp2
Canal in Washington, D.C.		Carlebach, Michael L.			Written on verso: ”Old barge canal, Washington, DC"	American Studies; Photography, artistic; Photojournalism; Washington (D.C.); Canals; Canals -- Washington (D.C.);	Photographs				Washington (D.C.)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040600001001	Image		image/tiff				93118880 Bytes	6235	4977	2767325591	RGB	8	600	asm05300040600001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3061	3061	3126.jp2	/asm0530/image/3126.jp2
Hospital medical staff and patient		Carlebach, Michael L.			Written on verso: ”890415B#31"	American Studies; Photography, artistic; Photojournalism; Hospitals; Medical care; Hospital patients; Patients; Hospitals -- Medical staff	Photographs		1989-04-15	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031330001001	Image		image/tiff				93995004 Bytes	5007	6256	1127318733	RGB	8	600	asm05300031330001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3062	3062	3056.jp2	/asm0530/image/3056.jp2
Wall damage and destruction		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Buildings; Walls	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041210001001	Image		image/tiff				95888952 Bytes	6309	5065	3736319262	RGB	8	600	asm05300041210001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3063	3063	3087.jp2	/asm0530/image/3087.jp2
Speakers' Corner, Hyde Park, London		Carlebach, Michael L.			Written on verso: ”Speakers' Corner Hyde Park, London"	American Studies; Photography, artistic; Photojournalism; Hyde Park (London, England); London (England); Speakers' Corner (Hyde Park, London, England); Public speaking; Debates and debating; Flags	Photographs				London (England)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040950001001	Image		image/tiff				95815112 Bytes	6323	5050	3669937914	RGB	8	600	asm05300040950001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3064	3064	3115.jp2	/asm0530/image/3115.jp2
Newborn infant		Carlebach, Michael L.			Written on verso: ”821004A#10A-11"	American Studies; Photography, artistic; Photojournalism; Hospitals; Newborn infants; Neonatal nursing	Photographs		1982-10-04	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031150001001	Image		image/tiff				93206088 Bytes	6216	4997	4187526332	RGB	8	600	asm05300031150001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3065	3065	3058.jp2	/asm0530/image/3058.jp2
Physician with young male cystic fibrosis patient		Carlebach, Michael L.			Written on verso: ”970204C#12"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Physicians; Children; Boys	Photographs		1997-02-04	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040430001001	Image		image/tiff				93353284 Bytes	6222	5000	2079032237	RGB	8	600	asm05300040430001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3066	3066	3075.jp2	/asm0530/image/3075.jp2
Child dying of whooping cough with his father		Carlebach, Michael L.			Written on verso: ”890301H#4"	American Studies; Photography, artistic; Photojournalism; Hospitals; Hospital patients; Children; Sick children; Critically ill children; Whooping cough; Fathers	Photographs		1989-03-01	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031350001001	Image		image/tiff				93292304 Bytes	5012	6203	2312830889	RGB	8	600	asm05300031350001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3067	3067	3084.jp2	/asm0530/image/3084.jp2
Grove Office Supply building		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Signs and signboards; Buildings; Office equipment and supplies	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040880001001	Image		image/tiff				95481132 Bytes	5079	6265	3180738106	RGB	8	600	asm05300040880001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3068	3068	3070.jp2	/asm0530/image/3070.jp2
Two carnations on headstone in  City of Miami cemetery		Carlebach, Michael L.			Written on verso: ”Miami City Cemetery"; "811111A32"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Cemeteries; Sepulchral monuments; Flowers; Dried flowers; Carnations; Patterson, Samuel Lester, 1872-1906	Photographs		1981-11-11	1980-1990	Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041490001001	Image		image/tiff				41782820 Bytes	3191	4362	1309222374	RGB	8	600	asm05300041490001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3069	3069	3130.jp2	/asm0530/image/3130.jp2
Hospital medical staff looking through microscope		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Hospitals; Hospitals -- Medical staff; Medical devices and equipment; Microscopes;	Photographs					1 b&w photograph; 12.7 X 17.8 cm (5 x 7 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030140001001	Image		image/tiff				40831620 Bytes	4350	3127	1335815954	RGB	8	600	asm05300030140001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3070	3070	3073.jp2	/asm0530/image/3073.jp2
Clyde Butcher in the Everglades		Carlebach, Michael L.			Written on verso: ”910817B#24"	American Studies; Photography, artistic; Photojournalism; Landscape photography; Portrait photography; Everglades (Florida); Butcher, Clyde, 1941-	Photographs		1991-08-17	1990-2000	Everglades (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041500001001	Image		image/tiff				94727980 Bytes	5050	6251	1911350067	RGB	8	600	asm05300041500001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3071	3071	3054.jp2	/asm0530/image/3054.jp2
Hospital medical staff with his medical equipment		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Hospitals; Medical care; Hospital -- Medical staff; Hospitals employees; Medical devices and equipment;	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030160001001	Image		image/tiff				93652740 Bytes	4983	6263	188167001	RGB	8	600	asm05300030160001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3072	3072	3105.jp2	/asm0530/image/3105.jp2
South Miami Hospital nurse with cardiac patient		Carlebach, Michael L.			Written on front: ”South Miami Hospital nurse with cardiac patient"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); South Miami Hospital (Florida); Medical care; Hospitals; Hospital patients; Patients; Nurses; Coronary care units	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030720001001	Image		image/tiff				94655304 Bytes	6213	5077	1758899353	RGB	8	600	asm05300030720001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3073	3073	3061.jp2	/asm0530/image/3061.jp2
Stairsteps in outside garden		Carlebach, Michael L.			Written on verso: ”910719A#13A"	American Studies; Photography, artistic; Photojournalism; Trees; Shrubs; Stairs; Gardens	Photographs		1991-07-19	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041070001001	Image		image/tiff				93263972 Bytes	6216	5000	1093377330	RGB	8	600	asm05300041070001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3074	3074	3052.jp2	/asm0530/image/3052.jp2
Mount Sinai Hospital phyician with patient during respiratory therapy		Carlebach, Michael L.			Written on front: ”Mount Sinai Hospital Doctor w/ patient - respiratory therapy"	American Studies; Photography, artistic; Photojournalism; Medical care; Miami Beach (Florida); Mount Sinai Medical Center (Miami Beach, Florida); Physicians; Hospitals -- Medical staff; Hospital patients; Patients; Respiratory therapy; Medical devices and equipment;	Photographs				Miami Beach (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030920001001	Image		image/tiff				93816736 Bytes	6164	5072	1425028809	RGB	8	600	asm05300030920001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3075	3075	3129.jp2	/asm0530/image/3129.jp2
Young male patient waiting in cystic fibrosis clinic		Carlebach, Michael L.			Written on verso: ”970204B#13"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Patients; Children; Boys	Photographs		1997-02-04	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040410001001	Image		image/tiff				93162808 Bytes	5014	6192	3898696043	RGB	8	600	asm05300040410001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3076	3076	3089.jp2	/asm0530/image/3089.jp2
Tree canopy		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Landscape photography;Trees; Forests and forestry; Forest canopies	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040840001001	Image		image/tiff				95169384 Bytes	5050	6280	3796426052	RGB	8	600	asm05300040840001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3077	3077	3110.jp2	/asm0530/image/3110.jp2
Woman gives birth in South Miami Hospital		Carlebach, Michael L.			Written on verso: ”South Miami Hosp. natural childbirth"	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth; Delivery (Obstetrics); Natural childbirth -- Coaching; Newborn infants; Motherhood	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030310001001	Image		image/tiff				93937424 Bytes	6231	5024	504018270	RGB	8	600	asm05300030310001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3078	3078	3079.jp2	/asm0530/image/3079.jp2
Window		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Windows	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040730001001	Image		image/tiff				94599880 Bytes	5020	6280	2070098487	RGB	8	600	asm05300040730001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3079	3079	3119.jp2	/asm0530/image/3119.jp2
Building repair		Carlebach, Michael L.			Written on verso: ”880816C#15A"	American Studies; Photography, artistic; Photojournalism; Buildings; Buildings -- Repair and reconstruction;	Photographs		1988-08-16	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041120001001	Image		image/tiff				95432552 Bytes	6279	5065	1945342859	RGB	8	600	asm05300041120001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3080	3080	3080.jp2	/asm0530/image/3080.jp2
Two boys in cystic fibrosis clinic		Carlebach, Michael L.			Written on verso: ”961205C#4"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Boys; Children	Photographs		1996-12-05	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040340001001	Image		image/tiff				93543776 Bytes	6216	5015	4206553267	RGB	8	600	asm05300040340001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3081	3081	3098.jp2	/asm0530/image/3098.jp2
Unknown woman sitting on sofa		Carlebach, Michael L.			Written on verso: ”820824B#4"	American Studies; Photography, artistic; Photojournalism; Women; Sofas	Photographs		1982-08-24	1980-1990		1 b&w photograph; 12.7 X 17.8 cm (5 x 7 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030090001001	Image		image/tiff				42555288 Bytes	4415	3211	528679329	RGB	8	600	asm05300030090001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3082	3082	3082.jp2	/asm0530/image/3082.jp2
