Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Mother and son wait in cystic fibrosis clinic		Carlebach, Michael L.			Written on verso: ”970204A#8"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Children; Mother and sons	Photographs		1997-02-04	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040460001001	Image		image/tiff				92937276 Bytes	6193	5001	3652686146	RGB	8	600	asm05300040460001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3083	3083	3078.jp2	/asm0530/image/3078.jp2
Nurse, medical staff and hospital patient		Carlebach, Michael L.			Written on verso: ”820427D#34"	American Studies; Photography, artistic; Photojournalism; Hospitals; Medical care: Hospital patients; Patients; Nurses; Physicans; Hospitals -- Medical staff	Photographs		1982-04-27	1980-1990		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031210001001	Image		image/tiff				92427180 Bytes	6180	4984	424250158	RGB	8	600	asm05300031210001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3084	3084	3057.jp2	/asm0530/image/3057.jp2
Cardiac monitoring equipment		Carlebach, Michael L.			Written on verso: ”820427E17A"	American Studies; Photography, artistic; Photojournalism; Hospitals; Nurse's station; Medical devices and equipment;	Photographs		1982-04-27	1980-1990		1 b&w photograph; 12.7 X 17.8 cm (5 x 7 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030000001001	Image		image/tiff				41505624 Bytes	4373	3162	4158405241	RGB	8	600	asm05300030000001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3085	3085	3109.jp2	/asm0530/image/3109.jp2
Physician examining young patient's doll		Carlebach, Michael L.			Written on verso: ”810916B#18"	American Studies; Photography, artistic; Photojournalism; Medical care; Hospitals; Physicians; Hospital physicians; Children; dolls; Stethoscopes	Photographs		1981-09-16	1980-1990		1 b&w photograph; 12.7 X 17.8 cm (5 x 7 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030030001001	Image		image/tiff				41716424 Bytes	3181	4369	3127780151	RGB	8	600	asm05300030030001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3086	3086	3068.jp2	/asm0530/image/3068.jp2
Hospital surgical staff		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Medical care; Hospitals; Hospitals -- Medical staff	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030390001001	Image		image/tiff				93673192 Bytes	5052	6179	469053025	RGB	8	600	asm05300030390001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3087	3087	3132.jp2	/asm0530/image/3132.jp2
Mother and son wait in cystic fibrosis clinic		Carlebach, Michael L.			Written on verso: ”970204C317"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Children; Mother and sons	Photographs		1997-02-04	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040470001001	Image		image/tiff				92916616 Bytes	5008	6183	2881154602	RGB	8	600	asm05300040470001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3088	3088	3131.jp2	/asm0530/image/3131.jp2
Central Park, New York in the winter		Carlebach, Michael L.			Written on verso: ”Central Park New York City"; "2/1972"	American Studies; Photography, artistic; Photojournalism; New York (New York); Central Park (New York, New York)  ;Snow; Trees; Winter	Photographs		1972-02	1970-1980	New York (New York)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040490001001	Image		image/tiff				83040520 Bytes	4479	6178	3506257644	RGB	8	600	asm05300040490001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3089	3089	3077.jp2	/asm0530/image/3077.jp2
Palm trees		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Landscape photography; Palms	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041150001001	Image		image/tiff				95663152 Bytes	6294	5065	549011665	RGB	8	600	asm05300041150001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3090	3090	3123.jp2	/asm0530/image/3123.jp2
Boys waits in cystic fibrosis clinic		Carlebach, Michael L.			Written on verso: ”970204A#31"	American Studies; Photography, artistic; Photojournalism; Cystic fibrosis; Clinics; Medical care; Boys; Children	Photographs		1997-02-04	1990-2000		1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 40; Box Title: Cystic Fibrosis				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040370001001	Image		image/tiff				92218824 Bytes	6176	4976	3915762337	RGB	8	600	asm05300040370001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3091	3091	3117.jp2	/asm0530/image/3117.jp2
Tombstones in cemetery		Carlebach, Michael L.				American Studies; Photography, artistic; Photojournalism; Sepulchral monuments; Graveyards	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040770001001	Image		image/tiff				95431156 Bytes	5064	6280	3302552030	RGB	8	600	asm05300040770001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3092	3092	3064.jp2	/asm0530/image/3064.jp2
Father holding his newborn baby		Carlebach, Michael L.			Written on verso: ”South Miami Hosp. natural childbirth"	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth; Delivery (Obstetrics); Newborn infants; Motherhood; Fatherhood	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030340001001	Image		image/tiff				93949496 Bytes	6212	5040	2283875523	RGB	8	600	asm05300030340001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3093	3093	3125.jp2	/asm0530/image/3125.jp2
Unnamed Michigan democrat		Carlebach, Michael L.			Written on verso: ”Michigan Democrat  "	American Studies; Photography, artistic; Photojournalism; Michigan; Democrat; Portrait photography;	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040930001001	Image		image/tiff				95482420 Bytes	5079	6265	1491257570	RGB	8	600	asm05300040930001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3094	3094	3136.jp2	/asm0530/image/3136.jp2
Patrick Miller and wife in Baptist Hospital Family Birth Center		Carlebach, Michael L.			Written on verso: ”Baptist Hospital Family Birth Center (Patrick Miller)"; "891117A#25A"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Baptist Hospital (Miami, Florida); Hospitals; Hospitals -- Maternity services	Photographs		1989-11-17	1980-1990	Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300031370001001	Image		image/tiff				93177084 Bytes	6230	4984	2698824332	RGB	8	600	asm05300031370001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3095	3095	3143.jp2	/asm0530/image/3143.jp2
Key West Cemetery in Florida		Carlebach, Michael L.			Written on verso: ”Key West Cemetery, Florida"; "71008C1#11"	American Studies; Photography, artistic; Photojournalism; Key West (Florida); Key West Cemetery (Key West, Florida); Cemeteries; Sepulchral monuments; Harris, J. A., 1836-1901	Photographs		1971	1970-1980	Key West (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300040780001001	Image		image/tiff				95429816 Bytes	5064	6280	2778903578	RGB	8	600	asm05300040780001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3096	3096	3069.jp2	/asm0530/image/3069.jp2
Construction near Miami airport		Carlebach, Michael L.			Written on verso: ”Construction near the airport- Miami"; "71078C115A"	American Studies; Photography, artistic; Photojournalism; Miami (Florida); Miami International Airport; Airports; Construction projects	Photographs		1971	1970-1980	Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041460001001	Image		image/tiff				76335868 Bytes	4157	6119	3020264307	RGB	8	600	asm05300041460001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3097	3097	3127.jp2	/asm0530/image/3127.jp2
Plant growing from side of building		Carlebach, Michael L.			Written on verso: ”72046C117"	American Studies; Photography, artistic; Photojournalism; Buildings; Plants	Photographs					1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 41; Box Title: Miscellaneous				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300041430001001	Image		image/tiff				84393236 Bytes	6177	4553	427971934	RGB	8	600	asm05300041430001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3098	3098	3134.jp2	/asm0530/image/3134.jp2
Hospital medical records employee		Carlebach, Michael L.			Written on verso: ”810416D6A"	American Studies; Photography, artistic; Photojournalism; Hospitals; Hospitals -- Employees; Medical records	Photographs		1981-04-16	1980-1990		1 b&w photograph; 12.7 X 17.8 cm (5 x 7 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030130001001	Image		image/tiff				40300384 Bytes	4321	3107	4047966715	RGB	8	600	asm05300030130001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3099	3099	3055.jp2	/asm0530/image/3055.jp2
Parents of newborn baby		Carlebach, Michael L.			Written on verso: ”South Miami Hosp. natural childbirth"	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth; Delivery (Obstetrics); Newborn infants; Motherhood; Fatherhood	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030330001001	Image		image/tiff				93371262 Bytes	6196	5021	1080314535	RGB	8	600	asm05300030330001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3100	3100	3097.jp2	/asm0530/image/3097.jp2
Physician examining patient at Mount Sinai Hospital		Carlebach, Michael L.			Written on verso: ”Physician and patient - Mount Sinai Hosp - Miami Beach"	American Studies; Photography, artistic; Photojournalism; Miami Beach (Florida); Medical care; Hospitals; Mount Sinai Medical Center (Miami Beach, Florida); Physicians; Patients; Hospital patients; Examination	Photographs				Miami Beach (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030550001001	Image		image/tiff				92899316 Bytes	6188	5003	1768800881	RGB	8	600	asm05300030550001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3101	3101	3059.jp2	/asm0530/image/3059.jp2
Infant born in South Miami Hospital		Carlebach, Michael L.			Written on verso: ”South Miami Hosp."	American Studies; Photography, artistic; Photojournalism; Hospitals; South Miami Hospital (Florida); Miami (Florida); Hospitals -- Maternity services; Natural childbirth; Newborn infants;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);	eng		University of Miami Libraries. Special Collections.	Michael L. Carlebach Photography Collection	ASM0530		Box No. 38; Box Title: Medical				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300030360001001	Image		image/tiff				93647380 Bytes	6175	5054	2163583464	RGB	8	600	asm05300030360001001.tif		2012-02-07	2012-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3102	3102	3108.jp2	/asm0530/image/3108.jp2
